DEPTH,Shale,Dolomite,Limestone,Primary Porosity,Secondary Porosity,Facie C
4181.178,0,0.812161,0.092397,0.008293,0.087148,9
4181.3304,0,0.803052,0.098024,0.01034,0.088584,9
4181.4828,0,0.793291,0.108879,0.009294,0.088537,9
4181.6352,0,0.750204,0.161281,0.008625,0.079889,9
4181.7876,0.000001,0.705297,0.221869,0.008733,0.0641,9
4181.94,0,0.671945,0.271373,0.00953,0.047151,10
4182.0924,0,0.603827,0.350747,0.008544,0.036882,10
4182.2448,0,0.599265,0.35454,0.01359,0.032605,10
4182.3972,0.000005,0.485142,0.472201,0.010507,0.032146,8
4182.5496,0,0.558124,0.37799,0.02674,0.037145,10
4182.702,0,0.468595,0.459551,0.0269,0.044953,8
4182.8544,0,0.413102,0.511567,0.026887,0.048444,8
4183.0068,0.000007,0.345624,0.58306,0.016132,0.055176,7
4183.1592,0,0.343755,0.589723,0.010144,0.056378,7
4183.3116,0,0.267283,0.670204,0.009905,0.052608,7
4183.464,0,0.244626,0.693226,0.009732,0.052416,7
4183.6164,0,0.244169,0.693905,0.010274,0.051652,7
4183.7688,0,0.279472,0.658602,0.010274,0.051652,7
4183.9212,0,0.207599,0.740135,0.011008,0.041258,8
4184.0736,0,0.239674,0.710877,0.011041,0.038408,8
4184.226,0,0.241751,0.710847,0.009758,0.037645,8
4184.3784,0,0.241754,0.710864,0.00976,0.037623,8
4184.5308,0,0.241504,0.710131,0.010232,0.038133,8
4184.6832,0,0.370578,0.574754,0.011909,0.042759,8
4184.8356,0,0.445849,0.49924,0.011906,0.043004,8
4184.988,0,0.544127,0.400937,0.011916,0.04302,10
4185.1404,0,0.66533,0.282326,0.012202,0.040142,10
4185.2928,0,0.717416,0.234449,0.017743,0.030391,10
4185.4452,0,0.758002,0.194434,0.017408,0.030156,10
4185.5976,0,0.757652,0.194454,0.017345,0.030549,10
4185.75,0,0.728003,0.223394,0.014826,0.033778,10
4185.9024,0,0.672448,0.279597,0.01204,0.035914,10
4186.0548,0.002266,0.690748,0.257395,0.007294,0.042298,10
4186.2072,0.001538,0.705076,0.24217,0.007633,0.043583,10
4186.3596,0.001145,0.683058,0.26441,0.007577,0.043811,10
4186.512,0.001279,0.674012,0.272605,0.007931,0.044173,10
4186.6644,0.001076,0.669529,0.276194,0.009641,0.043559,10
4186.8168,0,0.654683,0.291016,0.013192,0.04111,10
4186.9692,0,0.576396,0.367595,0.013798,0.042211,10
4187.1216,0,0.62951,0.31448,0.013798,0.042211,10
4187.274,0,0.629572,0.320572,0.015145,0.03471,10
4187.4264,0.000075,0.618425,0.338425,0.017758,0.025316,10
4187.5788,0.001158,0.61227,0.349318,0.009304,0.02795,10
4187.7312,0.001262,0.660654,0.301498,0.006253,0.030334,10
4187.8836,0.000482,0.696949,0.264358,0.007092,0.03112,10
4188.036,0.000052,0.707096,0.253087,0.014884,0.024881,10
4188.1884,0,0.705012,0.253432,0.015038,0.026517,10
4188.3408,0.000654,0.732173,0.223954,0.005224,0.037994,10
4188.4932,0.00007,0.748793,0.207241,0.005945,0.037951,10
4188.6456,0,0.742724,0.212531,0.006295,0.03845,10
4188.798,0,0.75218,0.202212,0.006045,0.039563,10
4188.9504,0,0.752174,0.201973,0.006095,0.039759,10
4189.1028,0,0.730614,0.222497,0.006957,0.039932,10
4189.2552,0,0.783902,0.166369,0.010099,0.03963,10
4189.4076,0,0.807532,0.139261,0.011412,0.041795,10
4189.56,0,0.820234,0.121674,0.011663,0.046429,10
4189.7124,0,0.813043,0.127518,0.013015,0.046424,10
4189.8648,0,0.717879,0.215741,0.012988,0.053391,9
4190.0172,0,0.710061,0.213392,0.011884,0.064663,9
4190.1696,0,0.693994,0.226043,0.009995,0.069968,9
4190.322,0,0.719069,0.199621,0.010155,0.071154,9
4190.4744,0,0.74109,0.185578,0.00994,0.063392,9
4190.6268,0,0.828609,0.105081,0.012795,0.053515,9
4190.7792,0,0.875056,0.064512,0.011524,0.048907,10
4190.9316,0,0.894285,0.046757,0.010018,0.048941,10
4191.084,0.000023,0.868609,0.072184,0.010015,0.049169,10
4191.2364,0,0.832863,0.106731,0.005572,0.054834,9
4191.3888,0,0.837294,0.09867,0.011706,0.052329,9
4191.5412,0,0.815926,0.120136,0.011094,0.052844,9
4191.6936,0,0.873803,0.06226,0.011094,0.052844,9
4191.846,0,0.875948,0.062479,0.010275,0.051298,9
4191.9984,0,0.877524,0.062367,0.009849,0.05026,9
4192.1508,0,0.892891,0.04939,0.0095,0.04822,10
4192.3032,0,0.878952,0.065832,0.006525,0.04869,10
4192.4556,0,0.879145,0.066243,0.005706,0.048906,10
4192.608,0,0.878371,0.066185,0.006002,0.049442,10
4192.7604,0,0.876598,0.066232,0.007105,0.050066,9
4192.9128,0,0.873162,0.065972,0.007398,0.053468,9
4193.0652,0,0.870686,0.066527,0.007484,0.055302,9
4193.2176,0,0.80911,0.127751,0.007959,0.05518,9
4193.37,0,0.720119,0.216393,0.008521,0.054967,9
4193.5224,0,0.651502,0.285173,0.008539,0.054785,9
4193.6748,0,0.493967,0.443197,0.007935,0.054902,7
4193.8272,0.000002,0.453648,0.488039,0.007657,0.050653,7
4193.9796,0,0.453641,0.488031,0.007673,0.050654,7
4194.132,0,0.346072,0.595601,0.007673,0.050654,7
4194.2844,0,0.346072,0.595601,0.007673,0.050654,7
4194.4368,0,0.352617,0.58892,0.007825,0.050637,7
4194.5892,0,0.352587,0.588869,0.007907,0.050637,7
4194.7416,0,0.36272,0.578736,0.007907,0.050637,7
4194.894,0.00001,0.428898,0.513786,0.006727,0.050579,7
4195.0464,0.000123,0.455258,0.488126,0.006408,0.050085,7
4195.1988,0.000318,0.412473,0.534657,0.00556,0.046993,8
4195.3512,0,0.475611,0.47632,0.007411,0.040658,8
4195.5036,0.00034,0.41984,0.531688,0.007488,0.040644,8
4195.656,0.00034,0.393941,0.557587,0.007488,0.040644,8
4195.8084,0.00034,0.387583,0.56864,0.007999,0.035438,8
4195.9608,0.00034,0.387363,0.568317,0.008541,0.035438,8
4196.1132,0.002547,0.323292,0.635855,0.009462,0.028844,8
4196.2656,0.000068,0.398757,0.560437,0.012212,0.028526,8
4196.418,0.000001,0.418753,0.5467,0.008801,0.025745,8
4196.5704,0.000001,0.507798,0.459763,0.011572,0.020866,10
4196.7228,0.001548,0.631395,0.327073,0.004816,0.035168,10
4196.8752,0.001548,0.642928,0.319866,0.004838,0.03082,10
4197.0276,0.001548,0.676786,0.286007,0.004838,0.03082,10
4197.18,0.001581,0.682124,0.288263,0.004876,0.023155,10
4197.3324,0.001581,0.663027,0.30736,0.004876,0.023155,10
4197.4848,0.001309,0.695818,0.274724,0.004959,0.023191,10
4197.6372,0.001309,0.689258,0.281283,0.004959,0.023191,10
4197.7896,0.001309,0.689258,0.281283,0.004959,0.023191,10
4197.942,0.001022,0.713405,0.254325,0.004865,0.026383,10
4198.0944,0,0.760246,0.201883,0.007052,0.030819,10
4198.2468,0,0.760246,0.201883,0.007052,0.030819,10
4198.3992,0,0.760118,0.201813,0.007284,0.030784,10
4198.5516,0,0.864173,0.096972,0.006912,0.031942,10
4198.704,0,0.863466,0.096877,0.007595,0.032062,10
4198.8564,0,0.865086,0.097059,0.007609,0.030246,10
4199.0088,0,0.864661,0.096942,0.007674,0.030723,10
4199.1612,0,0.867627,0.091724,0.008525,0.032124,10
4199.3136,0,0.844221,0.116512,0.006898,0.032369,10
4199.466,0,0.84373,0.116308,0.007638,0.032325,10
4199.6184,0,0.881614,0.07837,0.007637,0.032378,10
4199.7708,0,0.917078,0.042982,0.007536,0.032404,10
4199.9232,0,0.914896,0.042881,0.007957,0.034266,10
4200.0756,0,0.929556,0.024982,0.008151,0.037311,10
4200.228,0,0.93118,0.020359,0.008373,0.040087,10
4200.3804,0,0.931214,0.020419,0.008233,0.040135,10
4200.5328,0,0.916456,0.032899,0.008016,0.042629,10
4200.6852,0,0.914045,0.032826,0.008025,0.045104,10
4200.8376,0,0.923803,0.011078,0.007191,0.057929,9
4200.99,0,0.838953,0.096698,0.006482,0.057867,9
4201.1424,0,0.793793,0.132248,0.008164,0.065795,9
4201.2948,0,0.746224,0.179389,0.00764,0.066746,9
4201.4472,0,0.654292,0.271322,0.00764,0.066746,9
4201.5996,0,0.652139,0.272363,0.010214,0.065284,9
4201.752,0,0.637466,0.292683,0.010276,0.059575,9
4201.9044,0,0.54974,0.393588,0.006459,0.050213,9
4202.0568,0.000175,0.516917,0.437566,0.008565,0.036778,10
4202.2092,0,0.557299,0.402084,0.009164,0.031452,10
4202.3616,0,0.544481,0.413723,0.010439,0.031357,10
4202.514,0,0.515779,0.443348,0.01101,0.029864,10
4202.6664,0,0.45807,0.499926,0.011748,0.030256,8
4202.8188,0,0.413806,0.54419,0.011748,0.030256,8
4202.9712,0.000001,0.426469,0.530756,0.008221,0.034553,8
4203.1236,0.000001,0.416748,0.536257,0.008433,0.038562,8
4203.276,0.000001,0.416012,0.535212,0.0087,0.040074,8
4203.4284,0,0.415667,0.534766,0.008765,0.040802,8
4203.5808,0,0.477488,0.470759,0.009147,0.042606,8
4203.7332,0.002664,0.494392,0.450835,0.009439,0.042669,8
4203.8856,0.003098,0.493275,0.449816,0.01116,0.042651,8
4204.038,0.011726,0.494372,0.438103,0.022226,0.033573,8
4204.1904,0.020328,0.490068,0.43429,0.022033,0.033281,8
4204.3428,0.023547,0.47998,0.443239,0.017911,0.035323,8
4204.4952,0.02488,0.520532,0.403177,0.009905,0.041506,10
4204.6476,0.02282,0.562297,0.366006,0.004665,0.044212,10
4204.8,0.023248,0.56294,0.368423,0.00468,0.040708,10
4204.9524,0.023322,0.63168,0.296817,0.007362,0.040819,10
4205.1048,0.023461,0.671348,0.252345,0.011429,0.041416,10
4205.2572,0.025239,0.676994,0.242761,0.00968,0.045326,10
4205.4096,0.022358,0.666235,0.255577,0.004632,0.051198,9
4205.562,0.015663,0.664207,0.264049,0.010943,0.045138,10
4205.7144,0.007634,0.67063,0.264239,0.009115,0.048382,10
4205.8668,0.002716,0.69621,0.241998,0.010583,0.048494,10
4206.0192,0.000756,0.731803,0.206299,0.011358,0.049784,10
4206.1716,0.001075,0.757173,0.177645,0.009901,0.054206,9
4206.324,0.002418,0.759962,0.166153,0.007788,0.06368,9
4206.4764,0.001935,0.745947,0.171061,0.00781,0.073247,9
4206.6288,0,0.745339,0.167031,0.009857,0.077773,9
4206.7812,0,0.745329,0.16703,0.009866,0.077775,9
4206.9336,0,0.803011,0.115838,0.01009,0.071062,9
4207.086,0,0.811373,0.117044,0.010195,0.061388,9
4207.2384,0,0.897523,0.039675,0.019543,0.043259,10
4207.3908,0.004912,0.89304,0.04545,0.029365,0.027234,10
4207.5432,0.016717,0.882445,0.044911,0.029016,0.02691,10
4207.6956,0.030626,0.911613,0,0.029055,0.028706,10
4207.848,0.03844,0.836309,0.064271,0.004584,0.056397,9
4208.0004,0.021143,0.803966,0.104234,0.004564,0.066094,9
4208.1528,0.011073,0.859539,0.045206,0.004546,0.079635,9
4208.3052,0.006015,0.813056,0.095111,0.006992,0.078825,9
4208.4576,0.00073,0.825437,0.088934,0.014166,0.070733,9
4208.61,0,0.829757,0.087695,0.015431,0.067117,9
4208.7624,0,0.801254,0.117274,0.013185,0.068288,9
4208.9148,0,0.785115,0.12951,0.014344,0.071032,9
4209.0672,0,0.73219,0.180301,0.015169,0.072341,9
4209.2196,0,0.667996,0.243599,0.013112,0.075293,9
4209.372,0.000002,0.649793,0.250232,0.013177,0.086796,9
4209.5244,0,0.637166,0.258121,0.013106,0.091606,9
4209.6768,0,0.636779,0.258509,0.013106,0.091606,9
4209.8292,0,0.628131,0.277009,0.013517,0.081343,9
4209.9816,0,0.582906,0.333145,0.013562,0.070387,9
4210.134,0,0.583407,0.33927,0.011613,0.06571,9
4210.2864,0,0.584335,0.339804,0.01221,0.063651,9
4210.4388,0,0.55184,0.373227,0.012244,0.062688,9
4210.5912,0,0.466524,0.460657,0.012278,0.060541,7
4210.7436,0,0.457938,0.459036,0.013554,0.069472,7
4210.896,0,0.452008,0.451981,0.012847,0.083163,7
4211.0484,0.000005,0.391128,0.505747,0.01281,0.09031,7
4211.2008,0.000005,0.388388,0.498344,0.012665,0.100597,7
4211.3532,0.00215,0.368355,0.521694,0.005463,0.102338,7
4211.5056,0.002677,0.302251,0.595124,0.005456,0.094492,7
4211.658,0,0.346479,0.547987,0.008112,0.097422,7
4211.8104,0.000001,0.463981,0.426404,0.026508,0.083105,7
4211.9628,0,0.56832,0.322085,0.011908,0.097687,9
4212.1152,0.000643,0.608466,0.298295,0.012329,0.080268,9
4212.2676,0,0.624987,0.285266,0.012832,0.076915,9
4212.42,0,0.653439,0.259599,0.013098,0.073863,9
4212.5724,0,0.654619,0.261202,0.01258,0.071598,9
4212.7248,0.001372,0.644438,0.27389,0.013738,0.066563,9
4212.8772,0.004016,0.643803,0.276404,0.009432,0.066345,9
4213.0296,0.004262,0.675822,0.248941,0.008858,0.062116,9
4213.182,0.003699,0.726762,0.203036,0.005725,0.060778,9
4213.3344,0.002825,0.779653,0.155216,0.007174,0.055132,9
4213.4868,0.001088,0.827858,0.111041,0.015319,0.044694,10
4213.6392,0.000857,0.846576,0.09178,0.015464,0.045324,10
4213.7916,0.002009,0.814366,0.116386,0.008727,0.058513,9
4213.944,0,0.746593,0.1741,0.012469,0.066839,9
4214.0964,0,0.783973,0.121463,0.013639,0.080924,9
4214.2488,0,0.739574,0.157504,0.00984,0.093082,9
4214.4012,0,0.736584,0.15709,0.011555,0.094771,9
4214.5536,0,0.736584,0.15709,0.011555,0.094771,9
4214.706,0.001145,0.811663,0.080864,0.010003,0.096326,9
4214.8584,0.001471,0.848611,0.050453,0.008061,0.091404,9
4215.0108,0.001281,0.819317,0.087925,0.009022,0.082454,9
4215.1632,0.000473,0.744241,0.170829,0.00999,0.074466,9
4215.3156,0,0.72825,0.192279,0.011336,0.068135,9
4215.468,0,0.736362,0.189951,0.011752,0.061936,9
4215.6204,0,0.653919,0.279073,0.01089,0.056118,9
4215.7728,0,0.642947,0.290107,0.010818,0.056128,9
4215.9252,0,0.663342,0.26903,0.010762,0.056866,9
4216.0776,0,0.655122,0.275568,0.011318,0.057992,9
4216.23,0,0.598165,0.333215,0.011372,0.057248,9
4216.3824,0.001746,0.550171,0.375131,0.012696,0.060255,9
4216.5348,0.003516,0.461961,0.460366,0.012773,0.061384,7
4216.6872,0.003516,0.505891,0.412298,0.012716,0.065579,9
4216.8396,0.006198,0.549557,0.366044,0.051683,0.026518,10
4216.992,0.002245,0.593495,0.330437,0.019067,0.054755,9
4217.1444,0.000009,0.655329,0.278819,0.02585,0.039993,10
4217.2968,0.000147,0.694803,0.248887,0.025844,0.03032,10
4217.4492,0.000983,0.731475,0.220829,0.019017,0.027696,10
4217.6016,0,0.751384,0.205538,0.020713,0.022366,10
4217.754,0.000001,0.733954,0.220723,0.024835,0.020488,10
4217.9064,0,0.700141,0.249812,0.018366,0.031681,10
4218.0588,0,0.657728,0.292225,0.018366,0.031681,10
4218.2112,0.002327,0.502013,0.441164,0.033348,0.021148,10
4218.3636,0.017732,0.388041,0.546442,0.039478,0.008307,8
4218.516,0.059614,0.358621,0.536961,0.012506,0.032298,8
4218.6684,0.082269,0.261537,0.625341,0.008408,0.022445,8
4218.8208,0.090307,0.319847,0.559264,0.008335,0.022248,8
4218.9732,0.091336,0.383055,0.494228,0.008408,0.022974,8
4219.1256,0.090095,0.420589,0.453013,0.00439,0.031913,8
4219.278,0.07676,0.452138,0.430529,0.004637,0.035935,8
4219.4304,0.058573,0.458362,0.441693,0.004728,0.036643,8
4219.5828,0.032638,0.478788,0.439805,0.004616,0.044152,8
4219.7352,0.020841,0.486135,0.443818,0.011651,0.037555,8
4219.8876,0.010401,0.489409,0.450256,0.025194,0.02474,8
4220.04,0.005434,0.509467,0.43637,0.014448,0.034281,10
4220.1924,0.004364,0.553421,0.395077,0.01077,0.036367,10
4220.3448,0.003928,0.590813,0.358532,0.009628,0.037099,10
4220.4972,0.003328,0.652742,0.297159,0.010491,0.03628,10
4220.6496,0.003568,0.720134,0.228365,0.012192,0.035742,10
4220.802,0.010137,0.715308,0.226835,0.012214,0.035506,10
4220.9544,0.023634,0.7665,0.156672,0.014383,0.038811,10
4221.1068,0.041644,0.748893,0.152014,0.012053,0.045396,10
4221.2592,0.072574,0.711757,0.155417,0.013269,0.046983,10
4221.4116,0.094914,0.68734,0.154037,0.013297,0.050411,9
4221.564,0.104908,0.716007,0.111784,0.017131,0.05017,9
4221.7164,0.109517,0.709174,0.115481,0.01467,0.051158,9
4221.8688,0.114435,0.709644,0.111692,0.009929,0.0543,9
4222.0212,0.117973,0.706237,0.111857,0.007982,0.055951,9
4222.1736,0.118239,0.701255,0.115973,0.007672,0.056861,9
4222.326,0.11607,0.697016,0.12162,0.009674,0.05562,9
4222.4784,0.112093,0.693909,0.129282,0.008457,0.056259,9
4222.6308,0.105521,0.692004,0.138677,0.005395,0.058403,9
4222.7832,0.093302,0.700947,0.140603,0.00903,0.056118,9
4222.9356,0.070447,0.730164,0.130269,0.020336,0.048783,10
4223.088,0.046499,0.749604,0.130733,0.026198,0.046966,10
4223.2404,0.031797,0.737035,0.157846,0.021854,0.051467,9
4223.3928,0.027488,0.678394,0.228448,0.018266,0.047404,10
4223.5452,0.026049,0.645499,0.27315,0.007923,0.047379,10
4223.6976,0.018622,0.691163,0.239787,0.004678,0.045749,10
4223.85,0.011607,0.666428,0.277181,0.005087,0.039697,10
4224.0024,0.008041,0.649959,0.298813,0.005238,0.03795,10
4224.1548,0.002386,0.628467,0.322514,0.007443,0.039189,10
4224.3072,0,0.589512,0.358906,0.009393,0.042188,10
4224.4596,0,0.575946,0.368077,0.011731,0.044246,10
4224.612,0,0.51076,0.434196,0.011816,0.043228,10
4224.7644,0,0.481435,0.46417,0.011587,0.042808,8
4224.9168,0,0.476762,0.470294,0.011876,0.041069,8
4225.0692,0,0.453364,0.50051,0.011978,0.034149,8
4225.2216,0,0.404247,0.553061,0.012021,0.030671,8
4225.374,0,0.417608,0.539563,0.01216,0.030669,8
4225.5264,0,0.43462,0.520855,0.013857,0.030668,8
4225.6788,0,0.436287,0.521048,0.019169,0.023496,8
4225.8312,0,0.436287,0.521048,0.019169,0.023496,8
4225.9836,0,0.41968,0.545479,0.010662,0.024179,8
4226.136,0,0.612456,0.351429,0.011935,0.024179,10
4226.2884,0,0.603361,0.35977,0.012689,0.024179,10
4226.4408,0,0.603252,0.359705,0.012864,0.024179,10
4226.5932,0,0.523912,0.438415,0.013493,0.024179,10
4226.7456,0,0.471512,0.485347,0.016517,0.026623,8
4226.898,0.010351,0.422622,0.526859,0.022217,0.017951,8
4227.0504,0.02321,0.412675,0.525476,0.028965,0.009674,8
4227.2028,0.057343,0.271563,0.623929,0.041317,0.005848,8
4227.3552,0.12893,0.241473,0.556038,0.042006,0.031554,8
4227.5076,0.182607,0.309184,0.4025,0.043489,0.06222,4
4227.66,0.206809,0.368139,0.299841,0.062978,0.062234,4
4227.8124,0.184264,0.440233,0.257737,0.061757,0.056009,4
4227.9648,0.136092,0.674092,0.089999,0.022782,0.077034,9
4228.1172,0.093407,0.813201,0.004962,0.01892,0.069509,9
4228.2696,0.073585,0.719835,0.120932,0.015347,0.070301,9
4228.422,0.070729,0.480701,0.356445,0.031884,0.060241,7
4228.5744,0.076423,0.297501,0.511517,0.025625,0.088935,7
4228.7268,0.098116,0.22513,0.531278,0.043877,0.101599,7
4228.8792,0.137983,0.236726,0.445467,0.078171,0.101653,7
4229.0316,0.219784,0.273275,0.313284,0.066904,0.126754,4
4229.184,0.242005,0.172145,0.416494,0.033439,0.135918,4
4229.3364,0.25,0.159842,0.466378,0.022087,0.101693,4
4229.4888,0.24011,0.024779,0.661536,0.006033,0.067541,4
4229.6412,0.220683,0.053223,0.686367,0.004776,0.034951,4
4229.7936,0.163494,0.198743,0.609881,0.00554,0.022342,4
4229.946,0.081952,0.327072,0.560377,0.00608,0.02452,8
4230.0984,0.041074,0.334301,0.600971,0.013613,0.010041,8
4230.2508,0.029874,0.239356,0.694173,0.026438,0.010158,8
4230.4032,0.017932,0.276306,0.643282,0.051566,0.010914,8
4230.5556,0.026765,0.056726,0.841049,0.054335,0.021125,8
4230.708,0.04563,0.055044,0.816114,0.052724,0.030486,8
4230.8604,0.072284,0.064716,0.795021,0.041403,0.026575,8
4231.0128,0.085083,0.00965,0.854316,0.005742,0.045208,8
4231.1652,0.081593,0.276681,0.59188,0.004365,0.045483,8
4231.3176,0.068715,0.575228,0.29497,0.004373,0.056713,9
4231.47,0.047067,0.743276,0.133048,0.004404,0.072205,9
4231.6224,0.040267,0.682868,0.191709,0.004395,0.080761,9
4231.7748,0.042028,0.44474,0.429401,0.017399,0.066433,7
4231.9272,0.036928,0.219733,0.658493,0.027439,0.057407,7
4232.0796,0.035576,0.152257,0.710932,0.06217,0.039066,8
4232.232,0.042868,0,0.849609,0.090721,0.016802,8
4232.3844,0.068592,0,0.827417,0.058998,0.044992,8
4232.5368,0.097388,0.002779,0.7814,0.068777,0.049657,8
4232.6892,0.112899,0.002156,0.749298,0.074705,0.060943,7
4232.8416,0.110591,0.000419,0.734019,0.070833,0.084138,7
4232.994,0.119357,0.000414,0.724779,0.069941,0.085509,7
4233.1464,0.127302,0.001041,0.73468,0.058851,0.078126,7
4233.2988,0.134564,0,0.753319,0.046121,0.065996,7
4233.4512,0.13403,0,0.781874,0.034179,0.049917,8
4233.6036,0.126765,0.285205,0.508696,0.022151,0.057184,7
4233.756,0.126072,0.535177,0.261596,0.020327,0.056828,9
4233.9084,0.110764,0.637618,0.173974,0.004078,0.073565,9
4234.0608,0.078496,0.657381,0.183365,0.004225,0.076533,9
4234.2132,0.045904,0.741273,0.12823,0.004369,0.080223,9
4234.3656,0.026823,0.639861,0.259415,0.004519,0.069382,9
4234.518,0.018458,0.681725,0.237647,0.00462,0.057549,9
4234.6704,0.006905,0.665071,0.275514,0.008266,0.044245,10
4234.8228,0.004003,0.656898,0.293918,0.007327,0.037855,10
4234.9752,0.002064,0.686184,0.271523,0.012831,0.027399,10
4235.1276,0,0.750719,0.210394,0.012837,0.02605,10
4235.28,0,0.778203,0.181383,0.016597,0.023816,10
4235.4324,0.008046,0.75934,0.187921,0.020433,0.02426,10
4235.5848,0.026441,0.728076,0.197486,0.017615,0.030382,10
4235.7372,0.024883,0.734754,0.179852,0.004596,0.055915,9
4235.8896,0.013268,0.784059,0.133729,0.004612,0.064332,9
4236.042,0.006875,0.788546,0.13432,0.004638,0.065622,9
4236.1944,0.000981,0.792361,0.131427,0.011393,0.063839,9
4236.3468,0,0.792184,0.127791,0.012461,0.067563,9
4236.4992,0,0.829247,0.086345,0.01436,0.070048,9
4236.6516,0,0.812349,0.103251,0.014503,0.069897,9
4236.804,0,0.796835,0.120232,0.010629,0.072304,9
4236.9564,0,0.793016,0.122691,0.009669,0.074624,9
4237.1088,0,0.846039,0.068242,0.011009,0.074711,9
4237.2612,0,0.846039,0.068242,0.011009,0.074711,9
4237.4136,0,0.874075,0.048842,0.014768,0.062315,9
4237.566,0,0.853288,0.065441,0.013933,0.067338,9
4237.7184,0,0.632228,0.276678,0.016694,0.074399,9
4237.8708,0,0.649797,0.242707,0.008812,0.098685,9
4238.0232,0,0.581666,0.303069,0.00849,0.106775,9
4238.1756,0.000001,0.610078,0.26046,0.008993,0.120467,9
4238.328,0.000001,0.46721,0.403328,0.008993,0.120467,7
4238.4804,0.000001,0.511202,0.359337,0.008993,0.120467,9
4238.6328,0.000001,0.541436,0.32778,0.010315,0.120467,9
4238.7852,0.000001,0.50675,0.363155,0.013726,0.116368,9
4238.9376,0.000001,0.444532,0.427413,0.012067,0.115987,7
4239.09,0.000001,0.377799,0.498023,0.015314,0.108863,7
4239.2424,0,0.382546,0.503914,0.01454,0.099,7
4239.3948,0,0.387254,0.515161,0.01423,0.083355,7
4239.5472,0.000065,0.339196,0.576995,0.013226,0.070518,7
4239.6996,0.00057,0.273441,0.654014,0.00789,0.064085,7
4239.852,0.0018,0.301693,0.628915,0.006887,0.060705,7
4240.0044,0.0018,0.302516,0.630632,0.006906,0.058145,7
4240.1568,0,0.441427,0.496435,0.019068,0.043069,8
4240.3092,0.000492,0.470663,0.45295,0.021133,0.054762,7
4240.4616,0.000492,0.484104,0.43387,0.023893,0.057641,7
4240.614,0.000468,0.562988,0.343084,0.012582,0.080878,9
