Pozo,Profundidad,Porosidad,Permeabilidad,Saturacion_agua,Volumen_arcilla
P1,1152.2,0.0001,0.05603284398316277,1.0,0.9792
P1,1152.3,0.0001,0.053490320265994096,1.0,0.9612
P1,1152.4,0.0002,0.09133089358406832,1.0,0.878
P1,1152.5,0.004,0.710896253616305,1.0,0.7514
P1,1152.6,0.0001,0.06366113822185393,1.0,0.925
P1,1152.7,0.0001,0.06477382690233158,1.0,0.9227
P1,1152.8,0.0005,0.1173624674575805,1.0,0.8437
P1,1153.7,0.0003,0.10038194623324637,1.0,0.8655
P1,1153.8,0.0001,0.07957202019226284,1.0,0.8959
P1,1153.9,0.0018,0.21676128333106703,1.0,0.7887
P1,1154.7,0.006999999999999999,2.2975228684574125,1.0,0.7219
P1,1154.8,0.0068,2.231868397286908,1.0,0.7235
P1,1156.3,0.0001,0.06333013679067012,1.0,0.9257
P1,1156.4,0.0001,0.06450907249406324,1.0,0.9959
P1,1158.1,0.006999999999999999,2.2973363806701683,1.0,0.7221
P1,1158.2,0.0008,0.13817792216069652,1.0,0.8243
P1,1158.3,0.0001,0.08219798826502023,1.0,0.8914
P1,1158.4,0.0011,0.15983466677790686,1.0,0.8091
P1,1158.7,0.0064,2.0618170059169687,1.0,0.7267
P1,1158.8,0.0016,0.19923521469964695,1.0,0.7928
P1,1158.9,0.0017,0.20677203470506983,1.0,0.7926
P1,1160.4,0.0015,0.19000132975364442,1.0,0.7973
P1,1160.5,0.0001,0.06758595586252714,1.0,1.0
P1,1160.6,0.0001,0.06758595586252714,1.0,1.0
P1,1160.7,0.0001,0.06933515009843227,1.0,0.9139
P1,1160.8,0.003,0.39088827600522036,1.0,0.7654
P1,1160.9,0.0025,0.30004615842319937,1.0,0.7736
P1,1161.3,0.0002,0.0935075849489565,1.0,0.8742
P1,1161.4,0.0007,0.13074027006694877,1.0,0.8313
P1,1161.5,0.0001,0.05355508018387789,1.0,0.9596
